EmployeeMonthID,EmployeeID,EmployeeName,Gender,BirthDate,HireDate,ExitDate,EmploymentStatus,PriorExperienceYears,JobLevel,DepartmentID,DepartmentName,JobRoleID,JobTitle,MonthStartDate,ActiveWorkDays,MonthlySalaryRate,SalaryPaid,BonusAmount,OvertimeHours,AbsenceDays,TrainingHours,PerformanceScore
EMP0001-2025-08,EMP0001,Anton Guisse,Male,1995-10-02,2021-01-11,,Active,5,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-08-01,21,14256.71,14256.71,1602.92,10,2,0,3
EMP0001-2025-09,EMP0001,Anton Guisse,Male,1995-10-02,2021-01-11,,Active,5,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-09-01,22,14256.71,14256.71,0,0,0,7,3
EMP0001-2025-10,EMP0001,Anton Guisse,Male,1995-10-02,2021-01-11,,Active,5,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-10-01,23,14256.71,14256.71,791.81,10,0,3,3
EMP0001-2025-11,EMP0001,Anton Guisse,Male,1995-10-02,2021-01-11,,Active,5,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-11-01,20,14256.71,14256.71,1517.47,0,2,6,3
EMP0001-2025-12,EMP0001,Anton Guisse,Male,1995-10-02,2021-01-11,,Active,5,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-12-01,23,14256.71,14256.71,0,16,0,2,4
EMP0002-2024-03,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-03-01,9,18727.43,8026.04,772.08,7,0,7,4
EMP0002-2024-04,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-04-01,22,18727.43,18727.43,0,6,3,0,2
EMP0002-2024-05,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-05-01,23,18727.43,18727.43,0,5,4,9,3
EMP0002-2024-06,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-06-01,20,18727.43,18727.43,0,25,3,15,4
EMP0002-2024-07,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-07-01,23,18727.43,18727.43,0,0,1,0,3
EMP0002-2024-08,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-08-01,22,18727.43,18727.43,0,0,0,3,4
EMP0002-2024-09,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-09-01,21,18727.43,18727.43,0,0,2,5,3
EMP0002-2024-10,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-10-01,23,18727.43,18727.43,0,0,0,0,3
EMP0002-2024-11,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-11-01,21,18727.43,18727.43,0,4,4,9,2
EMP0002-2024-12,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2024-12-01,22,18727.43,18727.43,2649.25,20,2,0,4
EMP0002-2025-01,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-01-01,23,19739.28,19739.28,0,0,3,0,3
EMP0002-2025-02,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-02-01,20,19739.28,19739.28,965.84,0,2,7,3
EMP0002-2025-03,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-03-01,21,19739.28,19739.28,2662.65,14,1,15,3
EMP0002-2025-04,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-04-01,22,19739.28,19739.28,0,28,1,2,3
EMP0002-2025-05,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-05-01,22,19739.28,19739.28,0,0,3,0,3
EMP0002-2025-06,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-06-01,21,19739.28,19739.28,2622.1,0,1,16,3
EMP0002-2025-07,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-07-01,23,19739.28,19739.28,0,0,0,0,3
EMP0002-2025-08,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-08-01,21,19739.28,19739.28,2248.45,36,4,6,3
EMP0002-2025-09,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-09-01,22,19739.28,19739.28,0,7,3,0,3
EMP0002-2025-10,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-10-01,23,19739.28,19739.28,0,25,0,11,3
EMP0002-2025-11,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-11-01,20,19739.28,19739.28,0,17,1,0,3
EMP0002-2025-12,EMP0002,Benjamin Tshiswaka,Male,1984-09-02,2024-03-19,,Active,6,2,DEP05,Marketing,JOB10,Marketing Analyst,2025-12-01,23,19739.28,19739.28,0,28,2,0,3
EMP0003-2024-10,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-10-01,4,19611.57,3410.71,0,0,1,4,4
EMP0003-2024-11,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-11-01,21,19611.57,19611.57,0,0,0,6,3
EMP0003-2024-12,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2024-12-01,22,19611.57,19611.57,1598.02,35,0,0,4
EMP0003-2025-01,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-01-01,23,21320.71,21320.71,2835.35,26,3,7,4
EMP0003-2025-02,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-02-01,20,21320.71,21320.71,2275.95,0,0,0,3
EMP0003-2025-03,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-03-01,21,21320.71,21320.71,0,0,2,4,3
EMP0003-2025-04,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-04-01,22,21320.71,21320.71,1253.67,6,2,3,4
EMP0003-2025-05,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-05-01,22,21320.71,21320.71,0,4,0,2,4
EMP0003-2025-06,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-06-01,21,21320.71,21320.71,0,0,2,0,4
EMP0003-2025-07,EMP0003,Rohan Nagy,Male,1991-10-04,2024-10-26,2025-07-25,Left,6,3,DEP03,Information Technology,JOB06,IT Support Specialist,2025-07-01,19,21320.71,17612.76,1407.51,1,3,9,4
EMP0004-2024-01,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-01-01,23,12173.61,12173.61,0,5,0,6,5
EMP0004-2024-02,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-02-01,21,12173.61,12173.61,495.03,9,0,7,4
EMP0004-2024-03,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-03-01,21,12173.61,12173.61,657.42,40,1,5,2
EMP0004-2024-04,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-04-01,22,12173.61,12173.61,0,2,0,8,4
EMP0004-2024-05,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-05-01,23,12173.61,12173.61,0,0,2,7,3
EMP0004-2024-06,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-06-01,20,12173.61,12173.61,1803.11,2,0,0,3
EMP0004-2024-07,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-07-01,23,12173.61,12173.61,580.93,0,3,1,3
EMP0004-2024-08,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-08-01,22,12173.61,12173.61,0,37,1,5,4
EMP0004-2024-09,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-09-01,21,12173.61,12173.61,0,3,1,0,4
EMP0004-2024-10,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-10-01,23,12173.61,12173.61,1238.5,5,3,10,4
EMP0004-2024-11,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-11-01,21,12173.61,12173.61,475.29,33,0,0,4
EMP0004-2024-12,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2024-12-01,22,12173.61,12173.61,0,4,0,8,3
EMP0004-2025-01,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-01-01,23,12977.06,12977.06,1494.67,4,1,8,3
EMP0004-2025-02,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-02-01,20,12977.06,12977.06,1415.92,6,2,7,4
EMP0004-2025-03,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-03-01,21,12977.06,12977.06,1327.98,6,0,2,4
EMP0004-2025-04,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-04-01,22,12977.06,12977.06,982.95,3,2,0,4
EMP0004-2025-05,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-05-01,22,12977.06,12977.06,1591.11,6,2,5,4
EMP0004-2025-06,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-06-01,21,12977.06,12977.06,0,13,0,0,4
EMP0004-2025-07,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-07-01,23,12977.06,12977.06,0,9,2,16,5
EMP0004-2025-08,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-08-01,21,12977.06,12977.06,1666.38,0,0,0,4
EMP0004-2025-09,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-09-01,22,12977.06,12977.06,0,34,2,0,3
EMP0004-2025-10,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-10-01,23,12977.06,12977.06,0,0,0,5,3
EMP0004-2025-11,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-11-01,20,12977.06,12977.06,640.27,18,2,0,4
EMP0004-2025-12,EMP0004,Souad Oliver,Female,1986-10-13,2017-09-07,,Active,0,1,DEP04,Sales,JOB07,Sales Executive,2025-12-01,23,12977.06,12977.06,1730.66,0,0,14,4
EMP0005-2024-01,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-01-01,23,13464.48,13464.48,1177.43,9,3,0,3
EMP0005-2024-02,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-02-01,21,13464.48,13464.48,1537.94,5,3,7,3
EMP0005-2024-03,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-03-01,21,13464.48,13464.48,0,0,1,5,3
EMP0005-2024-04,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-04-01,22,13464.48,13464.48,1459.15,10,0,1,2
EMP0005-2024-05,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-05-01,23,13464.48,13464.48,1825.7,0,0,0,4
EMP0005-2024-06,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-06-01,20,13464.48,13464.48,0,0,2,2,3
EMP0005-2024-07,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-07-01,23,13464.48,13464.48,0,4,0,0,3
EMP0005-2024-08,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-08-01,22,13464.48,13464.48,0,0,0,3,2
EMP0005-2024-09,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-09-01,21,13464.48,13464.48,0,23,1,3,3
EMP0005-2024-10,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-10-01,23,13464.48,13464.48,0,13,0,15,3
EMP0005-2024-11,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-11-01,21,13464.48,13464.48,0,3,3,1,2
EMP0005-2024-12,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2024-12-01,22,13464.48,13464.48,1645.3,0,1,0,3
EMP0005-2025-01,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-01-01,23,14370.66,14370.66,0,17,2,4,2
EMP0005-2025-02,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-02-01,20,14370.66,14370.66,0,2,3,0,3
EMP0005-2025-03,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-03-01,21,14370.66,14370.66,0,0,0,15,3
EMP0005-2025-04,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-04-01,22,14370.66,14370.66,0,0,4,1,3
EMP0005-2025-05,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-05-01,22,14370.66,14370.66,0,24,0,8,3
EMP0005-2025-06,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-06-01,21,14370.66,14370.66,0,22,2,0,3
EMP0005-2025-07,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-07-01,23,14370.66,14370.66,0,30,3,5,3
EMP0005-2025-08,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-08-01,21,14370.66,14370.66,0,0,1,4,3
EMP0005-2025-09,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-09-01,22,14370.66,14370.66,0,40,0,12,3
EMP0005-2025-10,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-10-01,23,14370.66,14370.66,489.02,31,4,12,3
EMP0005-2025-11,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-11-01,20,14370.66,14370.66,813.5,5,0,15,3
EMP0005-2025-12,EMP0005,Hana Palmer,Female,1980-07-07,2019-11-22,,Active,4,2,DEP02,Finance,JOB03,Accountant,2025-12-01,23,14370.66,14370.66,1734.24,9,2,8,3
EMP0006-2024-01,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-01-01,23,61539.28,61539.28,2717.87,25,0,3,4
EMP0006-2024-02,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-02-01,21,61539.28,61539.28,0,20,0,1,4
EMP0006-2024-03,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-03-01,21,61539.28,61539.28,0,14,1,7,4
EMP0006-2024-04,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-04-01,22,61539.28,61539.28,0,4,2,7,3
EMP0006-2024-05,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-05-01,23,61539.28,61539.28,0,4,1,7,5
EMP0006-2024-06,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-06-01,20,61539.28,61539.28,0,7,0,14,4
EMP0006-2024-07,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-07-01,23,61539.28,61539.28,3910.43,3,0,5,3
EMP0006-2024-08,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-08-01,22,61539.28,61539.28,4250.98,5,3,0,4
EMP0006-2024-09,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-09-01,21,61539.28,61539.28,0,15,0,0,4
EMP0006-2024-10,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-10-01,23,61539.28,61539.28,4712.85,7,2,7,4
EMP0006-2024-11,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-11-01,21,61539.28,61539.28,3221.91,7,0,0,4
EMP0006-2024-12,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2024-12-01,22,61539.28,61539.28,2759.2,5,0,1,4
EMP0006-2025-01,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-01-01,23,68109.94,68109.94,5719.16,13,0,11,4
EMP0006-2025-02,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-02-01,20,68109.94,68109.94,0,2,0,1,4
EMP0006-2025-03,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-03-01,21,68109.94,68109.94,1966.21,10,4,0,4
EMP0006-2025-04,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-04-01,22,68109.94,68109.94,8545.72,29,2,0,4
EMP0006-2025-05,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-05-01,22,68109.94,68109.94,3599.04,5,2,6,4
EMP0006-2025-06,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-06-01,21,68109.94,68109.94,3782.35,19,3,6,4
EMP0006-2025-07,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-07-01,23,68109.94,68109.94,9660.87,0,1,13,5
EMP0006-2025-08,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-08-01,21,68109.94,68109.94,4759.28,10,3,1,4
EMP0006-2025-09,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-09-01,22,68109.94,68109.94,0,6,0,0,4
EMP0006-2025-10,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-10-01,23,68109.94,68109.94,0,9,1,1,4
EMP0006-2025-11,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-11-01,20,68109.94,68109.94,6251.8,8,1,0,4
EMP0006-2025-12,EMP0006,Sharon Al-Masri,Female,1985-03-27,2020-02-20,,Active,8,4,DEP03,Information Technology,JOB05,Software Engineer,2025-12-01,23,68109.94,68109.94,2386.28,26,2,3,4
EMP0007-2025-02,EMP0007,Tahirə Solís,Female,1990-09-26,2025-02-16,,Active,4,2,DEP05,Marketing,JOB09,Marketing Specialist,2025-02-01,10,12998.85,6499.43,0,4,0,1,4
EMP0007-2025-03,EMP0007,Tahirə Solís,Female,1990-09-26,2025-02-16,,Active,4,2,DEP05,Marketing,JOB09,Marketing Specialist,2025-03-01,21,12998.85,12998.85,0,4,1,7,4
